schema_version,sample_id,source_relpath,camera_angle,captured_at_local,capture_date,session_id,sequence_no,split,label,defect_type,width,height,channels,source_sha256,quality_flags,notes
1.0,G01-260201-115803-681,G01-260201-115803-681.bmp,G01,2026-02-01T11:58:03,2026-02-01,G01_2026-02-01,681,train,normal,,1025,1281,1,e2b6ac58d01ffccf6aae61a749c9b5191ceb8e752226ca797036a55c5789755f,,
1.0,G01-260201-115814-682,G01-260201-115814-682.bmp,G01,2026-02-01T11:58:14,2026-02-01,G01_2026-02-01,682,train,normal,,1025,1281,1,066ac0ef5be9ec312050ef033d4e7ffd0e6fc5464df92253f82c1a2baefbded7,,
1.0,G01-260201-115821-683,G01-260201-115821-683.bmp,G01,2026-02-01T11:58:21,2026-02-01,G01_2026-02-01,683,train,normal,,1025,1281,1,655c43cd20329da52469a19a7e0b63b8f9baaa9586964605f44d0e496229acc9,,
1.0,G01-260201-115827-684,G01-260201-115827-684.bmp,G01,2026-02-01T11:58:27,2026-02-01,G01_2026-02-01,684,train,normal,,1025,1281,1,63791be423401c249d242315d350084477bbea0fc564b83e4b7e41e58b0a90d9,,
1.0,G01-260201-115848-685,G01-260201-115848-685.bmp,G01,2026-02-01T11:58:48,2026-02-01,G01_2026-02-01,685,train,normal,,1025,1281,1,a48e09d4d649e682059e32be68b015cee54ec4d980a025064193d6267a0ead8a,,
1.0,G01-260201-115919-686,G01-260201-115919-686.bmp,G01,2026-02-01T11:59:19,2026-02-01,G01_2026-02-01,686,train,normal,,1025,1281,1,e145b16a5ce6ec4ef4a210038bc66f4bbf0f9d84d7fd8538b7b20ef7d9cbb20d,,
1.0,G01-260201-115925-687,G01-260201-115925-687.bmp,G01,2026-02-01T11:59:25,2026-02-01,G01_2026-02-01,687,train,normal,,1025,1281,1,a659d25fbe212b2971a13a092fb10ebb99fb38dd362b8aa0478193d38c337e24,,
1.0,G01-260201-115949-688,G01-260201-115949-688.bmp,G01,2026-02-01T11:59:49,2026-02-01,G01_2026-02-01,688,train,normal,,1025,1281,1,291ad16f6bc31aaf079b834069a06ea0d023d5859a9b0a260b064b93d020bdbf,,
1.0,G01-260201-115955-689,G01-260201-115955-689.bmp,G01,2026-02-01T11:59:55,2026-02-01,G01_2026-02-01,689,train,normal,,1025,1281,1,6793cfa8f68fcbb2a3fcc5cb6ba5fba18578de1dc6d4ea77501043c0cbb18966,,
1.0,G01-260201-120020-690,G01-260201-120020-690.bmp,G01,2026-02-01T12:00:20,2026-02-01,G01_2026-02-01,690,train,normal,,1025,1281,1,055406b27382b04bf3715be9e0f87ca10b6889a42c29530460036124024587c2,,
1.0,G01-260201-120027-691,G01-260201-120027-691.bmp,G01,2026-02-01T12:00:27,2026-02-01,G01_2026-02-01,691,train,normal,,1025,1281,1,9546977747fb6b9e7ef074529c76ca1c00976b90aba4ea2a6c62efacd82848b2,,
1.0,G01-260201-120053-692,G01-260201-120053-692.bmp,G01,2026-02-01T12:00:53,2026-02-01,G01_2026-02-01,692,train,normal,,1025,1281,1,8602045a57ee5dbb9e0f78c5a7077391e61fb4df6ca0ecc10e9db263df94d2a2,,
1.0,G01-260201-120059-693,G01-260201-120059-693.bmp,G01,2026-02-01T12:00:59,2026-02-01,G01_2026-02-01,693,train,normal,,1025,1281,1,d8cdb7daded61a286042520b87fb5b64f7a0f5c1831180c2c8dc9f9c984e4ee4,,
1.0,G01-260201-120121-694,G01-260201-120121-694.bmp,G01,2026-02-01T12:01:21,2026-02-01,G01_2026-02-01,694,train,normal,,1025,1281,1,307796e50255f9696b82d32a0efd39fb146c4f25ecfacb4eb2ac8f6d8ce84d26,,
1.0,G01-260201-120127-695,G01-260201-120127-695.bmp,G01,2026-02-01T12:01:27,2026-02-01,G01_2026-02-01,695,train,normal,,1025,1281,1,2cba5de9b8a36d9fb97a456a817d715a1bafe7cb853c8a0989da3dcda9bc320c,,
1.0,G01-260201-120152-696,G01-260201-120152-696.bmp,G01,2026-02-01T12:01:52,2026-02-01,G01_2026-02-01,696,train,normal,,1025,1281,1,4784c95f5fd6c3768887ee04082bb919802b34abf7585bd6635b75a0bf6c2817,,
1.0,G01-260201-120158-697,G01-260201-120158-697.bmp,G01,2026-02-01T12:01:58,2026-02-01,G01_2026-02-01,697,train,normal,,1025,1281,1,7a3298ca8d82fde4cfa284bcb726a2f9c5d546284caa78e410be3956eb56af79,,
1.0,G01-260201-120220-698,G01-260201-120220-698.bmp,G01,2026-02-01T12:02:20,2026-02-01,G01_2026-02-01,698,train,normal,,1025,1281,1,3989c5bb55523ff01d8a8ef8add60c0805e1be39b1c5b1bd94b34f821e39c4a0,,
1.0,G01-260201-120226-699,G01-260201-120226-699.bmp,G01,2026-02-01T12:02:26,2026-02-01,G01_2026-02-01,699,train,normal,,1025,1281,1,572e582f2d238adce0eb5288d3b90b85a28b39e42d8f8e45f71576f500f70ff5,,
1.0,G01-260201-120252-700,G01-260201-120252-700.bmp,G01,2026-02-01T12:02:52,2026-02-01,G01_2026-02-01,700,train,normal,,1025,1281,1,337d6ba8ef7f812c4e88fde37083ee1d1fcd4de580da504eba0e3e5fdbbca04f,,
1.0,G01-260201-120258-701,G01-260201-120258-701.bmp,G01,2026-02-01T12:02:58,2026-02-01,G01_2026-02-01,701,train,normal,,1025,1281,1,9330ca87eca1ce5ebbecab011e148ba028aff9280270a47af57b4c9fe574bde8,,
1.0,G01-260201-120321-702,G01-260201-120321-702.bmp,G01,2026-02-01T12:03:21,2026-02-01,G01_2026-02-01,702,train,normal,,1025,1281,1,40240461170174236ebe82b103bef38999527fb40b4955d1df6f54ef8210179e,,
